    -30.000  0.0000E+00  0.8000E+01
    -29.985  0.0000E+00  0.8000E+01
    -29.970  0.0000E+00  0.8000E+01
    -29.955  0.0000E+00  0.8000E+01
    -29.940  0.0000E+00  0.8000E+01
    -29.925  0.0000E+00  0.8000E+01
    -29.910  0.0000E+00  0.8000E+01
    -29.895  0.0000E+00  0.8000E+01
    -29.880  0.0000E+00  0.8000E+01
    -29.865  0.0000E+00  0.8000E+01
    -29.850  0.0000E+00  0.8000E+01
    -29.835  0.0000E+00  0.8000E+01
    -29.820  0.0000E+00  0.8000E+01
    -29.805  0.0000E+00  0.8000E+01
    -29.790  0.0000E+00  0.8000E+01
    -29.775  0.0000E+00  0.8000E+01
    -29.760  0.0000E+00  0.8000E+01
    -29.745  0.0000E+00  0.8000E+01
    -29.730  0.0000E+00  0.8000E+01
    -29.715  0.0000E+00  0.8000E+01
    -29.700  0.0000E+00  0.8000E+01
    -29.685  0.0000E+00  0.8000E+01
    -29.670  0.0000E+00  0.8000E+01
    -29.655  0.0000E+00  0.8000E+01
    -29.640  0.0000E+00  0.8000E+01
    -29.625  0.0000E+00  0.8000E+01
    -29.610  0.0000E+00  0.8000E+01
    -29.595  0.0000E+00  0.8000E+01
    -29.580  0.0000E+00  0.8000E+01
    -29.565  0.0000E+00  0.8000E+01
    -29.550  0.0000E+00  0.8000E+01
    -29.535  0.0000E+00  0.8000E+01
    -29.520  0.0000E+00  0.8000E+01
    -29.505  0.0000E+00  0.8000E+01
    -29.490  0.0000E+00  0.8000E+01
    -29.475  0.0000E+00  0.8000E+01
    -29.460  0.0000E+00  0.8000E+01
    -29.445  0.0000E+00  0.8000E+01
    -29.430  0.0000E+00  0.8000E+01
    -29.415  0.0000E+00  0.8000E+01
    -29.400  0.0000E+00  0.8000E+01
    -29.385  0.0000E+00  0.8000E+01
    -29.370  0.0000E+00  0.8000E+01
    -29.355  0.0000E+00  0.8000E+01
    -29.340  0.0000E+00  0.8000E+01
    -29.325  0.0000E+00  0.8000E+01
    -29.310  0.0000E+00  0.8000E+01
    -29.295  0.0000E+00  0.8000E+01
    -29.280  0.0000E+00  0.8000E+01
    -29.265  0.0000E+00  0.8000E+01
    -29.250  0.0000E+00  0.8000E+01
    -29.235  0.0000E+00  0.8000E+01
    -29.220  0.0000E+00  0.8000E+01
