  -14.574999999999999       5.68746489859017247E-004  2.37291332746268299E-004
  -14.564999999999998       5.69260144873731211E-004  2.37400155221914421E-004
  -14.554999999999996       5.69774662646840933E-004  2.37509057395740537E-004
  -14.544999999999995       5.70290045415886970E-004  2.37618039350312384E-004
  -14.534999999999993       5.70806295426281945E-004  2.37727101168307560E-004
  -14.524999999999991       5.71323414931367035E-004  2.37836242932518182E-004
  -14.514999999999990       5.71841406192408826E-004  2.37945464725847526E-004
  -14.504999999999988       5.72360271478675425E-004  2.38054766631316990E-004
  -14.494999999999987       5.72880013067443507E-004  2.38164148732059050E-004
  -14.484999999999985       5.73400633244062065E-004  2.38273611111306904E-004
  -14.474999999999984       5.73922134301941243E-004  2.38383153852432690E-004
  -14.464999999999982       5.74444518542639618E-004  2.38492777038902358E-004
  -14.454999999999981       5.74967788275859530E-004  2.38602480754305265E-004
  -14.444999999999979       5.75491945819521901E-004  2.38712265082338215E-004
  -14.434999999999977       5.76016993499769590E-004  2.38822130106825349E-004
  -14.424999999999976       5.76542933651014340E-004  2.38932075911690069E-004
  -14.414999999999974       5.77069768615992183E-004  2.39042102580983576E-004
  -14.404999999999973       5.77597500745754330E-004  2.39152210198862537E-004
  -14.394999999999971       5.78126132399773966E-004  2.39262398849604481E-004
  -14.384999999999970       5.78655665945902666E-004  2.39372668617607309E-004
  -14.374999999999968       5.79186103760480006E-004  2.39483019587371002E-004
  -14.364999999999966       5.79717448228325651E-004  2.39593451843525480E-004
  -14.354999999999965       5.80249701742789549E-004  2.39703965470807351E-004
  -14.344999999999963       5.80782866705813953E-004  2.39814560554073487E-004
  -14.334999999999962       5.81316945527926045E-004  2.39925237178301133E-004
  -14.324999999999960       5.81851940628315021E-004  2.40035995428577472E-004
  -14.314999999999959       5.82387854434853348E-004  2.40146835390107704E-004
  -14.304999999999957       5.82924689384142834E-004  2.40257757148221412E-004
  -14.294999999999956       5.83462447921545861E-004  2.40368760788357334E-004
  -14.284999999999954       5.84001132501236336E-004  2.40479846396073630E-004
  -14.274999999999952       5.84540745586215309E-004  2.40591014057050433E-004
  -14.264999999999951       5.85081289648406813E-004  2.40702263857081177E-004
  -14.254999999999949       5.85622767168606580E-004  2.40813595882079533E-004
  -14.244999999999948       5.86165180636627871E-004  2.40925010218082716E-004
  -14.234999999999946       5.86708532551254093E-004  2.41036506951231646E-004
  -14.224999999999945       5.87252825420324994E-004  2.41148086167803066E-004
  -14.214999999999943       5.87798061760771355E-004  2.41259747954183061E-004
  -14.204999999999941       5.88344244098648822E-004  2.41371492396881722E-004
  -14.194999999999940       5.88891374969193306E-004  2.41483319582526910E-004
  -14.184999999999938       5.89439456916825968E-004  2.41595229597860384E-004
  -14.174999999999937       5.89988492495252970E-004  2.41707222529756065E-004
  -14.164999999999935       5.90538484267450403E-004  2.41819298465194667E-004
  -14.154999999999934       5.91089434805752863E-004  2.41931457491287988E-004
  -14.144999999999932       5.91641346691865492E-004  2.42043699695263236E-004
  -14.134999999999931       5.92194222516912220E-004  2.42156025164466665E-004
  -14.124999999999929       5.92748064881492903E-004  2.42268433986372330E-004
  -14.114999999999927       5.93302876395704576E-004  2.42380926248564766E-004
  -14.104999999999926       5.93858659679215068E-004  2.42493502038761838E-004
  -14.094999999999924       5.94415417361279482E-004  2.42606161444793055E-004
  -14.084999999999923       5.94973152080780854E-004  2.42718904554620961E-004
  -14.074999999999921       5.95531866486300084E-004  2.42831731456314239E-004
  -14.064999999999920       5.96091563236171552E-004  2.42944642238074934E-004
  -14.054999999999918       5.96652244998451572E-004  2.43057636988229281E-004
  -14.044999999999916       5.97213914451052400E-004  2.43170715795217469E-004
  -14.034999999999915       5.97776574281742661E-004  2.43283878747610195E-004
  -14.024999999999913       5.98340227188206555E-004  2.43397125934096092E-004
  -14.014999999999912       5.98904875878056644E-004  2.43510457443488150E-004
  -14.004999999999910       5.99470523068938157E-004  2.43623873364728053E-004
  -13.994999999999909       6.00037171488534624E-004  2.43737373786871817E-004
  -13.984999999999907       6.00604823874610486E-004  2.43850958799108377E-004
  -13.974999999999905       6.01173482975101195E-004  2.43964628490744227E-004
  -13.964999999999904       6.01743151548092070E-004  2.44078382951215013E-004
  -13.954999999999902       6.02313832361922813E-004  2.44192222270077624E-004
  -13.944999999999901       6.02885528195214616E-004  2.44306146537013550E-004
  -13.934999999999899       6.03458241836917755E-004  2.44420155841834684E-004
  -13.924999999999898       6.04031976086365913E-004  2.44534250274470663E-004
  -13.914999999999896       6.04606733753305773E-004  2.44648429924980957E-004
  -13.904999999999895       6.05182517657975412E-004  2.44762694883551564E-004
  -13.894999999999893       6.05759330631109715E-004  2.44877045240490235E-004
  -13.884999999999891       6.06337175514054549E-004  2.44991481086235044E-004
  -13.874999999999890       6.06916055158748758E-004  2.45106002511345984E-004
  -13.864999999999888       6.07495972427809280E-004  2.45220609606512934E-004
  -13.854999999999887       6.08076930194577218E-004  2.45335302462557883E-004
  -13.844999999999885       6.08658931343170431E-004  2.45450081170414279E-004
  -13.834999999999884       6.09241978768519849E-004  2.45564945821157813E-004
  -13.824999999999882       6.09826075376429543E-004  2.45679896505982735E-004
  -13.814999999999880       6.10411224083631473E-004  2.45794933316218877E-004
  -13.804999999999879       6.10997427817838831E-004  2.45910056343315547E-004
  -13.794999999999877       6.11584689517779656E-004  2.46025265678854977E-004
  -13.784999999999876       6.12173012133270010E-004  2.46140561414548962E-004
  -13.774999999999874       6.12762398625249223E-004  2.46255943642231161E-004
  -13.764999999999873       6.13352851965841251E-004  2.46371412453871407E-004
  -13.754999999999871       6.13944375138412578E-004  2.46486967941565520E-004
  -13.744999999999870       6.14536971137621436E-004  2.46602610197540128E-004
  -13.734999999999868       6.15130642969448816E-004  2.46718339314147843E-004
  -13.724999999999866       6.15725393651298642E-004  2.46834155383872139E-004
  -13.714999999999865       6.16321226212003417E-004  2.46950058499329091E-004
  -13.704999999999863       6.16918143691905533E-004  2.47066048753260593E-004
  -13.694999999999862       6.17516149142919939E-004  2.47182126238544933E-004
  -13.684999999999860       6.18115245628553332E-004  2.47298291048188117E-004
  -13.674999999999859       6.18715436224001733E-004  2.47414543275323328E-004
  -13.664999999999857       6.19316724016171416E-004  2.47530883013221011E-004
  -13.654999999999855       6.19919112103759678E-004  2.47647310355275261E-004
  -13.644999999999854       6.20522603597282270E-004  2.47763825395021394E-004
  -13.634999999999852       6.21127201619182251E-004  2.47880428226117020E-004
  -13.624999999999851       6.21732909303801692E-004  2.47997118942361728E-004
  -13.614999999999849       6.22339729797549289E-004  2.48113897637674695E-004
  -13.604999999999848       6.22947666258846268E-004  2.48230764406121463E-004
  -13.594999999999846       6.23556721858262229E-004  2.48347719341889548E-004
  -13.584999999999845       6.24166899778548219E-004  2.48464762539306436E-004
  -13.574999999999843       6.24778203214677278E-004  2.48581894092826682E-004
  -13.564999999999841       6.25390635373936814E-004  2.48699114097041994E-004
  -13.554999999999840       6.26004199475957770E-004  2.48816422646678680E-004
  -13.544999999999838       6.26618898752795829E-004  2.48933819836594727E-004
  -13.534999999999837       6.27234736448974237E-004  2.49051305761782238E-004
  -13.524999999999835       6.27851715821554934E-004  2.49168880517369653E-004
  -13.514999999999834       6.28469840140205875E-004  2.49286544198615626E-004
  -13.504999999999832       6.29089112687232477E-004  2.49404296900918401E-004
  -13.494999999999830       6.29709536757674113E-004  2.49522138719813862E-004
  -13.484999999999829       6.30331115659343573E-004  2.49640069750963606E-004
  -13.474999999999827       6.30953852712883229E-004  2.49758090090172941E-004
  -13.464999999999826       6.31577751251867058E-004  2.49876199833376955E-004
  -13.454999999999824       6.32202814622815387E-004  2.49994399076654066E-004
  -13.444999999999823       6.32829046185275231E-004  2.50112687916215237E-004
  -13.434999999999821       6.33456449311878516E-004  2.50231066448401316E-004
  -13.424999999999820       6.34085027388450176E-004  2.50349534769704401E-004
  -13.414999999999818       6.34714783813996979E-004  2.50468092976744306E-004
  -13.404999999999816       6.35345722000828640E-004  2.50586741166273770E-004
  -13.394999999999815       6.35977845374599885E-004  2.50705479435194066E-004
  -13.384999999999813       6.36611157374352842E-004  2.50824307880535000E-004
  -13.374999999999812       6.37245661452670131E-004  2.50943226599473288E-004
  -13.364999999999810       6.37881361075624885E-004  2.51062235689313799E-004
